t,target_x,target_y,target_h_deg,x,y,h_deg
0.001,,,,-0.0,0.0001,0.01
0.052,,,,-0.0,0.0001,0.01
0.102,,,,-0.0,0.0001,0.01
0.153,,,,-0.0,0.0001,0.01
0.203,,,,-0.0,0.0001,0.01
0.254,,,,-0.0,0.0001,0.01
0.304,,,,-0.0,0.0001,0.01
0.355,,,,-0.0,0.0001,0.01
0.405,,,,-0.0,0.0001,0.02
0.456,,,,-0.0,0.0001,0.02
0.507,,,,-0.0,0.0001,0.02
0.557,,,,-0.0,0.0001,0.02
0.608,,,,-0.0,0.0001,0.02
0.659,,,,-0.0,0.0001,0.02
0.709,,,,-0.0,0.0001,0.02
0.76,,,,-0.0,0.0001,0.02
0.811,,,,-0.0001,0.0001,0.03
0.862,,,,-0.0001,0.0001,0.03
0.912,,,,-0.0001,0.0001,0.03
0.963,,,,-0.0001,0.0001,0.03
1.014,,,,-0.0001,0.0001,0.03
1.064,,,,-0.0001,0.0001,0.03
1.114,,,,-0.0001,0.0001,0.03
1.165,,,,-0.0001,0.0001,0.03
1.215,,,,-0.0001,0.0001,0.03
1.266,,,,-0.0007,0.0007,0.19
1.316,,,,-0.0007,0.0007,0.19
1.367,,,,0.0008,-0.0002,-0.07
1.418,,,,0.0008,-0.0002,-0.07
1.468,,,,0.0005,-0.0004,-0.16
1.519,,,,0.0005,-0.0004,-0.16
1.569,,,,0.0006,-0.0004,-0.14
1.62,,,,0.0006,-0.0004,-0.14
1.671,,,,0.0007,-0.0004,-0.15
1.722,,,,0.0007,-0.0004,-0.15
1.773,,,,0.0007,-0.0004,-0.14
1.824,,,,0.0007,-0.0004,-0.14
1.875,,,,0.0007,-0.0002,-0.09
1.926,,,,0.0011,-0.0006,-0.21
1.977,,,,0.0011,-0.0006,-0.21
2.027,,,,0.0011,-0.0006,-0.21
2.078,,,,0.0008,-0.0003,-0.12
2.128,,,,0.0014,-0.0008,-0.24
2.179,,,,0.0013,-0.0008,-0.25
2.23,,,,0.0013,-0.0008,-0.25
2.28,,,,0.0012,-0.0005,-0.17
2.332,,,,0.0013,-0.0008,-0.24
2.382,,,,0.0012,-0.0008,-0.24
2.433,,,,0.0007,-0.0001,-0.04
2.483,,,,0.0008,-0.0,-0.03
2.534,,,,0.0008,-0.0,-0.03
2.585,,,,0.0011,-0.0005,-0.16
2.636,,,,0.0011,-0.0005,-0.16
2.686,,,,0.0019,-0.0011,-0.32
2.737,,,,0.0019,-0.0011,-0.32
2.788,,,,0.0017,-0.0011,-0.33
2.839,,,,0.0017,-0.0011,-0.33
2.89,,,,0.0019,-0.0013,-0.38
2.94,,,,0.0018,-0.0012,-0.36
2.991,,,,0.0016,-0.001,-0.31
3.042,,,,0.0018,-0.0011,-0.33
3.093,,,,0.0018,-0.0012,-0.35
3.143,,,,0.0017,-0.0011,-0.34
3.194,,,,0.0017,-0.0011,-0.33
3.245,,,,0.0017,-0.0011,-0.33
3.298,,,,0.0018,-0.0011,-0.33
3.35,,,,0.0018,-0.0011,-0.33
3.401,,,,0.0019,-0.0015,-0.43
3.452,,,,0.0019,-0.0014,-0.42
3.503,,,,0.002,-0.0012,-0.35
3.554,,,,0.0022,-0.0015,-0.44
3.604,,,,0.0019,-0.0015,-0.46
3.655,,,,0.0019,-0.0015,-0.45
3.705,,,,0.0022,-0.0014,-0.42
3.756,,,,0.0022,-0.0014,-0.42
3.807,,,,0.0021,-0.0013,-0.39
3.858,,,,0.0019,-0.0013,-0.4
3.908,,,,0.0019,-0.0013,-0.39
3.959,,,,0.0019,-0.0013,-0.39
4.01,,,,0.0017,-0.0011,-0.32
4.06,,,,0.0024,-0.0016,-0.48
4.111,,,,0.0021,-0.0017,-0.49
4.161,,,,0.0019,-0.0016,-0.48
4.212,,,,0.0021,-0.0016,-0.47
4.263,,,,0.0026,-0.0022,-0.62
4.313,,,,0.0026,-0.0024,-0.68
4.364,,,,0.0024,-0.0024,-0.66
4.415,,,,0.0025,-0.0023,-0.65
4.465,,,,0.0027,-0.0023,-0.64
4.516,,,,0.0027,-0.0023,-0.63
4.567,,,,0.0027,-0.0023,-0.64
4.618,,,,0.0027,-0.0023,-0.65
4.669,,,,0.0026,-0.0023,-0.66
4.719,,,,0.0026,-0.0023,-0.65
4.77,,,,0.0027,-0.0023,-0.63
4.821,,,,0.0027,-0.0023,-0.63
4.871,,,,0.0027,-0.0023,-0.64
4.922,,,,0.0027,-0.0023,-0.64
4.972,,,,0.0027,-0.0023,-0.64
5.023,,,,0.0027,-0.0023,-0.63
5.074,,,,0.0027,-0.0023,-0.63
5.124,,,,0.0027,-0.0023,-0.63
5.175,,,,0.0027,-0.0023,-0.63
5.225,,,,0.0027,-0.0023,-0.63
5.276,,,,0.0027,-0.0023,-0.63
5.327,,,,0.0027,-0.0023,-0.63
5.378,,,,0.0027,-0.0023,-0.63
5.428,,,,0.0027,-0.0023,-0.63
5.479,,,,0.0027,-0.0023,-0.63
5.529,,,,0.0027,-0.0023,-0.63
5.58,,,,0.0027,-0.0023,-0.63
5.631,,,,0.0027,-0.0023,-0.63
5.681,,,,0.0027,-0.0023,-0.63
5.732,,,,0.0027,-0.0023,-0.63
5.783,,,,0.0027,-0.0023,-0.63
5.833,,,,0.0027,-0.0023,-0.63
5.884,,,,0.0027,-0.0023,-0.63
5.934,,,,0.0027,-0.0023,-0.63
6.024,,,,0.0027,-0.0023,-0.63
6.074,,,,0.0027,-0.0023,-0.63
6.125,,,,0.0027,-0.0023,-0.63
6.175,,,,0.0027,-0.0023,-0.63
6.226,,,,0.0027,-0.0023,-0.63
6.277,,,,0.0027,-0.0023,-0.63
6.327,,,,0.0027,-0.0023,-0.63
6.378,,,,0.0027,-0.0023,-0.63
6.429,,,,0.0027,-0.0023,-0.63
6.479,,,,0.0027,-0.0023,-0.63
6.531,,,,0.0027,-0.0023,-0.63
6.582,,,,0.0027,-0.0023,-0.63
6.632,,,,0.0027,-0.0023,-0.64
6.683,,,,0.0027,-0.0023,-0.64
6.734,,,,0.0027,-0.0023,-0.64
6.784,,,,0.0027,-0.0023,-0.64
6.835,,,,0.0027,-0.0023,-0.64
6.886,,,,0.0027,-0.0023,-0.64
6.936,,,,0.0028,-0.0023,-0.64
6.987,,,,0.0028,-0.0023,-0.64
7.038,,,,0.0028,-0.0023,-0.64
7.089,,,,0.0028,-0.0023,-0.64
7.139,,,,0.0028,-0.0023,-0.64
7.19,,,,0.0028,-0.0023,-0.63
7.241,,,,0.0028,-0.0023,-0.63
7.292,,,,0.0028,-0.0023,-0.63
7.343,,,,0.0028,-0.0023,-0.63
7.393,,,,0.0028,-0.0023,-0.63
7.444,,,,0.0028,-0.0023,-0.63
7.495,,,,0.0028,-0.0023,-0.63
7.546,,,,0.0028,-0.0023,-0.63
7.597,,,,0.0028,-0.0023,-0.64
7.648,,,,0.0028,-0.0023,-0.64
7.698,,,,0.0028,-0.0023,-0.64
7.749,,,,0.0028,-0.0023,-0.64
7.799,,,,0.0028,-0.0023,-0.64
7.85,,,,0.0028,-0.0023,-0.64
7.9,,,,0.0028,-0.0023,-0.64
7.951,,,,0.0028,-0.0023,-0.64
8.002,,,,0.0028,-0.0023,-0.64
8.052,,,,0.0028,-0.0023,-0.64
8.103,,,,0.0028,-0.0023,-0.64
8.154,,,,0.0028,-0.0023,-0.64
8.204,,,,0.0028,-0.0023,-0.64
8.255,,,,0.0028,-0.0023,-0.64
8.306,,,,0.0028,-0.0023,-0.64
8.356,,,,0.0028,-0.0023,-0.64
8.407,,,,0.0028,-0.0023,-0.64
8.458,,,,0.0028,-0.0023,-0.64
8.509,,,,0.0028,-0.0023,-0.64
8.56,,,,0.0028,-0.0023,-0.64
8.61,,,,0.0028,-0.0023,-0.64
8.661,,,,0.0028,-0.0023,-0.64
8.742,,,,0.0028,-0.0023,-0.64
8.793,,,,0.0028,-0.0023,-0.64
8.844,,,,0.0028,-0.0023,-0.64
8.895,,,,0.0028,-0.0022,-0.63
8.946,,,,0.0028,-0.0022,-0.63
8.996,,,,0.0028,-0.0022,-0.63
9.047,,,,0.0028,-0.0022,-0.63
9.098,,,,0.0028,-0.0022,-0.63
9.149,,,,0.0028,-0.0021,-0.61
9.199,,,,0.0028,-0.0021,-0.61
9.25,,,,0.0028,-0.0021,-0.62
9.301,,,,0.0028,-0.0021,-0.62
9.352,,,,0.0028,-0.0021,-0.62
9.402,,,,0.0028,-0.0021,-0.62
9.453,,,,0.0028,-0.0021,-0.62
9.504,,,,0.0028,-0.0021,-0.62
9.555,,,,0.0028,-0.0021,-0.62
9.606,,,,0.0028,-0.0021,-0.62
9.656,,,,0.0028,-0.0021,-0.62
9.707,,,,0.0028,-0.0021,-0.62
9.759,,,,0.0028,-0.0021,-0.62
9.809,,,,0.0028,-0.0021,-0.62
9.86,,,,0.0028,-0.0021,-0.63
9.91,,,,0.0028,-0.0021,-0.63
9.961,,,,0.0028,-0.0021,-0.63
10.012,,,,0.0028,-0.0021,-0.63
10.062,,,,0.0028,-0.0021,-0.63
10.113,,,,0.0028,-0.0021,-0.63
10.164,,,,0.0028,-0.0021,-0.63
10.214,,,,0.0028,-0.0021,-0.63
10.265,,,,0.0028,-0.0021,-0.63
10.316,,,,0.0028,-0.0021,-0.63
10.366,,,,0.0028,-0.0021,-0.63
10.417,,,,0.0028,-0.0021,-0.63
10.468,,,,0.0028,-0.0021,-0.63
10.518,,,,0.0028,-0.0021,-0.63
10.569,,,,0.0028,-0.0021,-0.63
10.62,,,,0.0028,-0.0021,-0.63
10.671,,,,0.0028,-0.0021,-0.63
10.721,,,,0.0028,-0.0021,-0.63
10.772,,,,0.0028,-0.0021,-0.63
10.822,,,,0.0028,-0.0021,-0.63
10.872,,,,0.0028,-0.0021,-0.63
10.923,,,,0.0028,-0.0021,-0.63
10.974,,,,0.0028,-0.0021,-0.63
11.024,,,,0.0028,-0.0021,-0.63
11.075,,,,0.0029,-0.0022,-0.63
11.126,,,,0.0028,-0.0021,-0.63
11.177,,,,0.0028,-0.0021,-0.63
11.227,,,,0.0028,-0.0021,-0.63
11.277,,,,0.0028,-0.0021,-0.63
11.328,,,,0.0028,-0.0021,-0.63
11.379,,,,0.0028,-0.0021,-0.63
11.447,,,,0.0028,-0.0021,-0.63
11.498,,,,0.0028,-0.0021,-0.63
11.548,,,,0.0028,-0.0021,-0.63
11.599,,,,0.0029,-0.0022,-0.63
11.65,,,,0.0029,-0.0022,-0.63
11.701,,,,0.0028,-0.0021,-0.63
11.751,,,,0.0028,-0.0021,-0.63
11.805,,,,0.0028,-0.0021,-0.63
11.856,,,,0.0029,-0.0022,-0.63
11.907,,,,0.0029,-0.0022,-0.63
11.958,,,,0.0029,-0.0022,-0.63
12.008,,,,0.0028,-0.0021,-0.63
12.059,,,,0.0028,-0.0021,-0.63
12.109,,,,0.0029,-0.0022,-0.63
12.16,,,,0.0029,-0.0022,-0.63
12.21,,,,0.0029,-0.0022,-0.63
12.261,,,,0.0029,-0.0022,-0.63
12.312,,,,0.0029,-0.0022,-0.63
12.362,,,,0.0029,-0.0022,-0.63
12.413,,,,0.0029,-0.0022,-0.63
12.464,,,,0.0029,-0.0022,-0.63
12.514,,,,0.0029,-0.0022,-0.63
12.565,,,,0.0029,-0.0022,-0.63
12.616,,,,0.0028,-0.0021,-0.63
12.666,,,,0.0029,-0.0022,-0.63
12.717,,,,0.0028,-0.0021,-0.63
12.768,,,,0.0028,-0.0021,-0.63
12.838,,,,0.0029,-0.0022,-0.63
12.889,,,,0.0029,-0.0022,-0.63
12.94,,,,0.0028,-0.0021,-0.63
12.991,,,,0.0028,-0.0021,-0.63
13.042,,,,0.0029,-0.0022,-0.63
13.093,,,,0.0029,-0.0022,-0.63
13.143,,,,0.0028,-0.0021,-0.63
13.194,,,,0.0028,-0.0021,-0.63
13.245,,,,0.0028,-0.0021,-0.63
13.295,,,,0.0028,-0.0021,-0.63
13.346,,,,0.0026,-0.0019,-0.57
13.396,,,,0.0026,-0.0019,-0.57
13.447,,,,0.0025,-0.002,-0.58
13.497,,,,0.0025,-0.002,-0.58
13.548,,,,0.0027,-0.0018,-0.55
13.598,,,,0.0027,-0.0019,-0.55
13.648,,,,0.0026,-0.002,-0.56
13.699,,,,0.0026,-0.002,-0.56
13.75,,,,0.0013,-0.0004,-0.14
13.801,,,,0.0013,-0.0004,-0.14
13.851,,,,0.0017,-0.0007,-0.22
13.902,,,,0.0016,-0.0007,-0.22
13.953,,,,0.0011,-0.0006,-0.19
14.003,,,,0.0011,-0.0006,-0.19
14.054,,,,0.0005,-0.0003,-0.12
14.105,,,,0.0005,-0.0003,-0.12
14.194,,,,0.0005,-0.0003,-0.11
14.244,,,,0.0009,-0.0006,-0.2
14.296,,,,0.0009,-0.0006,-0.2
14.347,,,,0.0009,-0.0006,-0.19
14.397,,,,0.0009,-0.0006,-0.19
14.448,,,,0.0011,-0.0005,-0.18
14.498,,,,0.0011,-0.0005,-0.18
14.549,,,,0.0011,-0.0005,-0.18
14.6,,,,0.0011,-0.0005,-0.18
14.651,,,,0.0011,-0.0005,-0.18
14.701,,,,0.0011,-0.0005,-0.18
14.751,,,,0.0011,-0.0005,-0.18
14.802,,,,0.0011,-0.0005,-0.18
14.852,,,,0.0011,-0.0005,-0.18
14.903,,,,0.0011,-0.0005,-0.18
14.954,,,,0.0011,-0.0005,-0.18
15.005,,,,0.0011,-0.0005,-0.18
15.055,,,,0.0011,-0.0005,-0.18
15.106,,,,0.0011,-0.0006,-0.19
15.156,,,,0.0011,-0.0006,-0.19
15.207,,,,0.0011,-0.0006,-0.19
15.258,,,,0.0011,-0.0006,-0.19
15.308,,,,0.0011,-0.0006,-0.19
15.359,,,,0.0011,-0.0005,-0.18
15.409,,,,0.0011,-0.0005,-0.18
15.46,,,,0.0011,-0.0005,-0.18
15.51,,,,0.0011,-0.0005,-0.18
15.561,,,,0.0011,-0.0005,-0.18
15.612,,,,0.0011,-0.0005,-0.18
15.662,,,,0.0011,-0.0005,-0.18
15.713,,,,0.0011,-0.0005,-0.18
15.764,,,,0.0011,-0.0005,-0.18
15.814,,,,0.0011,-0.0005,-0.18
15.864,,,,0.0011,-0.0005,-0.16
15.915,,,,0.0012,-0.0005,-0.16
15.966,,,,0.0012,-0.0005,-0.16
16.017,,,,0.0011,-0.0005,-0.16
16.067,,,,0.0011,-0.0004,-0.15
16.118,,,,0.0012,-0.0005,-0.16
16.168,,,,0.0011,-0.0005,-0.16
16.219,,,,0.0011,-0.0005,-0.16
16.269,,,,0.0012,-0.0004,-0.15
16.32,,,,0.0012,-0.0005,-0.16
16.371,,,,0.0011,-0.0005,-0.16
16.421,,,,0.0011,-0.0004,-0.15
16.471,,,,0.0011,-0.0004,-0.15
16.522,,,,0.0011,-0.0005,-0.16
16.573,,,,0.0011,-0.0005,-0.16
16.624,,,,0.0011,-0.0004,-0.15
16.674,,,,0.0011,-0.0004,-0.15
16.725,,,,0.0011,-0.0004,-0.15
16.775,,,,0.0011,-0.0004,-0.15
16.826,,,,0.0011,-0.0004,-0.15
16.877,,,,0.0011,-0.0004,-0.15
16.927,,,,0.0011,-0.0004,-0.15
16.978,,,,0.0011,-0.0004,-0.15
17.029,,,,0.0011,-0.0004,-0.15
17.079,,,,0.0011,-0.0004,-0.15
17.13,,,,0.0011,-0.0004,-0.15
17.181,,,,0.0011,-0.0004,-0.15
17.231,,,,0.0011,-0.0004,-0.15
17.282,,,,0.0011,-0.0004,-0.15
17.332,,,,0.0011,-0.0004,-0.15
17.383,,,,0.0011,-0.0004,-0.15
17.434,,,,0.0011,-0.0004,-0.14
17.485,,,,0.0011,-0.0004,-0.14
17.536,,,,0.0011,-0.0004,-0.14
17.586,,,,0.0011,-0.0004,-0.14
17.637,,,,0.0011,-0.0004,-0.15
17.687,,,,0.0011,-0.0004,-0.15
17.738,,,,0.0011,-0.0004,-0.15
17.789,,,,0.0011,-0.0004,-0.15
17.839,,,,0.0011,-0.0004,-0.15
17.891,,,,0.0011,-0.0004,-0.15
17.941,,,,0.0011,-0.0004,-0.15
17.992,,,,0.0011,-0.0004,-0.15
18.043,,,,0.0011,-0.0004,-0.14
18.094,,,,0.0011,-0.0004,-0.14
18.145,,,,0.0011,-0.0004,-0.15
18.196,,,,0.0011,-0.0004,-0.15
18.282,,,,0.0011,-0.0004,-0.15
18.333,,,,0.0011,-0.0004,-0.15
18.383,,,,0.0011,-0.0004,-0.15
18.434,,,,0.0011,-0.0004,-0.15
18.484,,,,0.0011,-0.0004,-0.15
18.535,,,,0.0011,-0.0004,-0.15
18.586,,,,0.0011,-0.0004,-0.15
18.636,,,,0.0011,-0.0004,-0.15
18.687,,,,0.0011,-0.0004,-0.15
18.738,,,,0.0011,-0.0004,-0.15
18.788,,,,0.0011,-0.0004,-0.15
18.839,,,,0.0011,-0.0004,-0.15
18.889,,,,0.0011,-0.0004,-0.15
18.94,,,,0.0011,-0.0004,-0.15
18.99,,,,0.0011,-0.0004,-0.15
19.041,,,,0.0011,-0.0004,-0.15
19.092,,,,0.0011,-0.0004,-0.15
19.143,,,,0.0011,-0.0005,-0.16
19.194,,,,0.0011,-0.0005,-0.16
19.245,,,,0.0011,-0.0005,-0.16
19.295,,,,0.0011,-0.0005,-0.16
19.346,,,,0.0011,-0.0005,-0.16
19.397,,,,0.0011,-0.0005,-0.16
19.447,,,,0.0011,-0.0005,-0.16
19.498,,,,0.0011,-0.0005,-0.16
19.549,,,,0.0011,-0.0005,-0.16
19.599,,,,0.0011,-0.0005,-0.16
19.657,,,,0.0011,-0.0005,-0.16
19.708,,,,0.0011,-0.0005,-0.16
19.759,,,,0.0011,-0.0005,-0.16
19.81,,,,0.0011,-0.0005,-0.16
19.86,,,,0.0011,-0.0005,-0.16
19.911,,,,0.0011,-0.0005,-0.16
19.961,,,,0.0011,-0.0005,-0.16
20.012,,,,0.0011,-0.0005,-0.16
20.063,,,,0.0011,-0.0005,-0.16
20.114,,,,0.0011,-0.0005,-0.16
20.165,,,,0.0011,-0.0005,-0.16
20.215,,,,0.0011,-0.0004,-0.15
20.266,,,,0.0011,-0.0004,-0.15
20.317,,,,0.0011,-0.0004,-0.15
20.368,,,,0.0011,-0.0004,-0.15
20.418,,,,0.0011,-0.0004,-0.15
20.469,,,,0.0011,-0.0004,-0.15
20.519,,,,0.0011,-0.0004,-0.15
20.57,,,,0.0011,-0.0004,-0.15
20.621,,,,0.0011,-0.0004,-0.15
20.671,,,,0.0011,-0.0004,-0.15
20.722,,,,0.0011,-0.0004,-0.15
20.773,,,,0.0011,-0.0004,-0.15
20.824,,,,0.0011,-0.0004,-0.14
20.874,,,,0.0011,-0.0004,-0.14
20.926,,,,0.0011,-0.0004,-0.15
21.015,,,,0.0011,-0.0004,-0.14
21.065,,,,0.0011,-0.0004,-0.14
21.116,,,,0.0011,-0.0004,-0.14
21.167,,,,0.0011,-0.0004,-0.14
21.217,,,,0.0011,-0.0004,-0.15
21.268,,,,0.0011,-0.0004,-0.15
21.318,,,,0.0011,-0.0004,-0.15
21.369,,,,0.0011,-0.0004,-0.15
21.419,,,,0.0011,-0.0004,-0.15
21.47,,,,0.0011,-0.0004,-0.15
21.52,,,,0.0011,-0.0004,-0.15
21.571,,,,0.0011,-0.0004,-0.14
21.622,,,,0.0011,-0.0004,-0.14
21.672,,,,0.0011,-0.0004,-0.14
21.723,,,,0.0011,-0.0004,-0.14
21.773,,,,0.0011,-0.0004,-0.14
21.824,,,,0.0011,-0.0004,-0.14
21.875,,,,0.0011,-0.0004,-0.14
21.925,,,,0.0011,-0.0004,-0.14
21.976,,,,0.001,-0.0004,-0.14
22.027,,,,0.001,-0.0004,-0.14
22.077,,,,0.001,-0.0004,-0.14
22.128,,,,0.001,-0.0004,-0.14
22.179,,,,0.001,-0.0004,-0.14
22.229,,,,0.0011,-0.0004,-0.14
22.28,,,,0.0011,-0.0004,-0.14
22.369,,,,0.001,-0.0004,-0.14
22.42,,,,0.001,-0.0004,-0.14
22.47,,,,0.001,-0.0004,-0.14
22.521,,,,0.001,-0.0004,-0.14
22.571,,,,0.001,-0.0004,-0.14
22.622,,,,0.001,-0.0004,-0.14
22.672,,,,0.001,-0.0004,-0.14
22.722,,,,0.001,-0.0004,-0.14
22.773,,,,0.001,-0.0004,-0.14
22.823,,,,0.001,-0.0004,-0.14
22.874,,,,0.001,-0.0004,-0.14
22.924,,,,0.001,-0.0004,-0.14
22.975,,,,0.001,-0.0004,-0.13
23.026,,,,0.001,-0.0004,-0.13
23.076,,,,0.001,-0.0004,-0.13
23.127,,,,0.001,-0.0004,-0.13
23.177,,,,0.001,-0.0003,-0.12
23.228,,,,0.001,-0.0003,-0.12
23.278,,,,0.001,-0.0003,-0.12
23.329,,,,0.001,-0.0003,-0.12
23.38,,,,0.001,-0.0003,-0.12
23.43,,,,0.001,-0.0003,-0.12
23.48,,,,0.001,-0.0003,-0.12
23.531,,,,0.001,-0.0003,-0.12
23.582,,,,0.001,-0.0003,-0.12
23.632,,,,0.001,-0.0003,-0.12
23.683,,,,0.001,-0.0003,-0.12
23.734,,,,0.001,-0.0003,-0.12
23.784,,,,0.001,-0.0003,-0.12
23.834,,,,0.001,-0.0003,-0.12
23.885,,,,0.001,-0.0003,-0.12
23.935,,,,0.001,-0.0003,-0.12
23.986,,,,0.001,-0.0003,-0.12
24.037,,,,0.001,-0.0003,-0.12
24.087,,,,0.001,-0.0003,-0.12
24.138,,,,0.001,-0.0003,-0.12
24.188,,,,0.001,-0.0003,-0.12
24.239,,,,0.001,-0.0003,-0.12
24.289,,,,0.001,-0.0003,-0.11
24.339,,,,0.001,-0.0003,-0.11
24.39,,,,0.001,-0.0003,-0.11
24.44,,,,0.001,-0.0003,-0.11
24.491,,,,0.001,-0.0003,-0.11
24.541,,,,0.0009,-0.0003,-0.11
24.592,,,,0.0009,-0.0003,-0.11
24.643,,,,0.0009,-0.0003,-0.11
24.693,,,,0.0009,-0.0003,-0.11
24.744,,,,0.0009,-0.0003,-0.11
24.794,,,,0.0009,-0.0003,-0.11
24.845,,,,0.0009,-0.0003,-0.11
24.895,,,,0.001,-0.0003,-0.11
24.946,,,,0.0009,-0.0003,-0.11
24.997,,,,0.0009,-0.0003,-0.11
25.047,,,,0.0009,-0.0003,-0.11
25.098,,,,0.001,-0.0003,-0.11
25.149,,,,0.001,-0.0003,-0.11
25.2,,,,0.001,-0.0003,-0.11
25.25,,,,0.001,-0.0003,-0.11
25.301,,,,0.001,-0.0003,-0.11
25.352,,,,0.001,-0.0003,-0.11
25.403,,,,0.001,-0.0003,-0.11
25.454,,,,0.001,-0.0003,-0.11
25.504,,,,0.001,-0.0003,-0.11
25.555,,,,0.001,-0.0003,-0.11
25.607,,,,0.001,-0.0003,-0.12
25.657,,,,0.001,-0.0003,-0.12
25.708,,,,0.001,-0.0003,-0.11
25.759,,,,0.0009,-0.0003,-0.11
25.809,,,,0.001,-0.0003,-0.11
25.86,,,,0.001,-0.0003,-0.11
25.911,,,,0.001,-0.0003,-0.11
25.964,,,,0.001,-0.0003,-0.11
26.015,,,,0.001,-0.0003,-0.12
26.066,,,,0.001,-0.0003,-0.12
26.118,,,,0.001,-0.0003,-0.12
26.168,,,,0.001,-0.0003,-0.12
26.219,,,,0.001,-0.0003,-0.12
26.269,,,,0.001,-0.0003,-0.12
26.32,,,,0.001,-0.0003,-0.12
26.37,,,,0.001,-0.0003,-0.12
26.421,,,,0.001,-0.0003,-0.12
26.473,,,,0.001,-0.0003,-0.12
26.523,,,,0.001,-0.0003,-0.12
26.574,,,,0.001,-0.0003,-0.11
26.624,,,,0.001,-0.0003,-0.11
26.675,,,,0.001,-0.0003,-0.12
26.726,,,,0.001,-0.0003,-0.12
26.776,,,,0.001,-0.0003,-0.12
26.828,,,,0.001,-0.0003,-0.11
26.879,,,,0.001,-0.0003,-0.11
26.93,,,,0.001,-0.0003,-0.11
26.98,,,,0.001,-0.0003,-0.11
27.031,,,,0.001,-0.0003,-0.11
27.082,,,,0.001,-0.0003,-0.11
27.132,,,,0.001,-0.0003,-0.11
27.183,,,,0.001,-0.0003,-0.11
27.233,,,,0.0009,-0.0003,-0.11
27.284,,,,0.001,-0.0003,-0.11
27.336,,,,0.001,-0.0003,-0.11
27.386,,,,0.001,-0.0003,-0.11
27.437,,,,0.001,-0.0003,-0.12
27.488,,,,0.001,-0.0003,-0.12
27.539,,,,0.001,-0.0003,-0.12
27.59,,,,0.001,-0.0003,-0.12
27.64,,,,0.001,-0.0003,-0.12
27.69,,,,0.001,-0.0003,-0.12
27.741,,,,0.001,-0.0003,-0.12
27.792,,,,0.001,-0.0003,-0.12
27.843,,,,0.001,-0.0003,-0.12
27.893,,,,0.001,-0.0003,-0.12
27.944,,,,0.001,-0.0003,-0.12
27.994,,,,0.001,-0.0003,-0.12
28.045,,,,0.001,-0.0003,-0.12
28.095,,,,0.001,-0.0003,-0.12
28.146,,,,0.001,-0.0003,-0.12
28.197,,,,0.001,-0.0003,-0.12
28.248,,,,0.001,-0.0003,-0.12
28.3,,,,0.001,-0.0003,-0.12
28.352,,,,0.001,-0.0003,-0.12
28.404,,,,0.001,-0.0003,-0.12
28.455,,,,0.001,-0.0003,-0.12
28.506,,,,0.001,-0.0003,-0.11
28.56,,,,0.001,-0.0003,-0.11
28.612,,,,0.001,-0.0003,-0.11
28.663,,,,0.001,-0.0003,-0.11
28.715,,,,0.001,-0.0003,-0.11
28.766,,,,0.001,-0.0003,-0.11
28.819,,,,0.0009,-0.0003,-0.11
28.87,,,,0.0009,-0.0003,-0.11
28.92,,,,0.001,-0.0003,-0.12
28.971,,,,0.001,-0.0003,-0.12
29.024,,,,0.001,-0.0003,-0.11
29.075,,,,0.001,-0.0003,-0.12
29.125,,,,0.001,-0.0003,-0.11
29.19,,,,0.001,-0.0003,-0.11
29.241,,,,0.001,-0.0003,-0.11
29.292,,,,0.001,-0.0003,-0.12
29.342,,,,0.001,-0.0003,-0.12
29.393,,,,0.001,-0.0003,-0.12
29.447,,,,0.001,-0.0003,-0.12
29.497,,,,0.001,-0.0003,-0.12
29.548,,,,0.001,-0.0003,-0.11
29.6,,,,0.001,-0.0003,-0.11
29.652,,,,0.001,-0.0003,-0.11
29.703,,,,0.0009,-0.0003,-0.11
29.753,,,,0.0009,-0.0003,-0.11
29.804,,,,0.0009,-0.0003,-0.11
29.855,,,,0.0009,-0.0003,-0.11
29.906,,,,0.0009,-0.0002,-0.1
29.957,,,,0.0009,-0.0002,-0.1
30.008,,,,0.0009,-0.0002,-0.1
30.058,,,,0.0009,-0.0002,-0.1
30.11,,,,0.0009,-0.0002,-0.1
30.162,,,,0.0009,-0.0002,-0.1
30.213,,,,0.0009,-0.0002,-0.1
30.266,,,,0.0009,-0.0002,-0.1
30.316,,,,0.0009,-0.0002,-0.1
30.367,,,,0.0009,-0.0002,-0.1
30.418,,,,0.0009,-0.0002,-0.1
30.469,,,,0.0009,-0.0002,-0.1
30.55,,,,0.0009,-0.0002,-0.1
30.602,,,,0.0009,-0.0002,-0.1
30.652,,,,0.0009,-0.0002,-0.1
30.705,,,,0.0009,-0.0002,-0.1
30.757,,,,0.0009,-0.0002,-0.1
30.809,,,,0.0009,-0.0002,-0.1
30.86,,,,0.0009,-0.0002,-0.1
30.91,,,,0.0009,-0.0002,-0.1
30.962,,,,0.0009,-0.0002,-0.1
31.015,,,,0.0009,-0.0002,-0.1
31.065,,,,0.0009,-0.0002,-0.1
31.116,,,,0.0009,-0.0002,-0.1
31.168,,,,0.0009,-0.0002,-0.1
31.219,,,,0.0009,-0.0002,-0.1
31.27,,,,0.0009,-0.0002,-0.1
31.322,,,,0.0009,-0.0002,-0.1
31.373,,,,0.0009,-0.0002,-0.1
31.423,,,,0.0009,-0.0002,-0.1
31.474,,,,0.0009,-0.0002,-0.1
