t,target_x,target_y,target_h_deg,x,y,h_deg
506.651,,,,-0.0003,0.0003,0.07
506.702,,,,-0.0003,0.0003,0.07
506.753,,,,-0.0003,0.0003,0.07
506.803,,,,-0.0003,0.0003,0.07
506.853,,,,-0.0003,0.0003,0.07
506.904,,,,-0.0003,0.0003,0.07
506.954,,,,-0.0003,0.0003,0.07
507.005,,,,-0.0003,0.0003,0.07
507.056,,,,-0.0003,0.0003,0.07
507.106,,,,-0.0003,0.0003,0.07
507.157,,,,-0.0003,0.0003,0.07
507.208,,,,-0.0003,0.0003,0.07
507.297,,,,-0.0003,0.0003,0.07
507.348,,,,-0.0003,0.0003,0.07
507.399,,,,-0.0003,0.0003,0.07
507.45,,,,-0.0003,0.0003,0.07
507.5,,,,-0.0003,0.0003,0.07
507.551,,,,-0.0003,0.0003,0.07
507.602,,,,-0.0003,0.0003,0.07
507.652,,,,-0.0003,0.0003,0.07
507.702,,,,-0.0003,0.0003,0.07
507.753,,,,-0.0003,0.0003,0.07
507.803,,,,-0.0003,0.0003,0.07
507.854,,,,-0.0003,0.0003,0.07
507.904,,,,-0.0003,0.0003,0.07
507.955,,,,-0.0003,0.0003,0.07
508.005,,,,-0.0003,0.0003,0.07
508.056,,,,-0.0003,0.0003,0.07
508.108,,,,-0.0003,0.0003,0.07
508.158,,,,-0.0003,0.0003,0.07
508.209,,,,-0.0003,0.0003,0.07
508.26,,,,-0.0003,0.0003,0.07
508.311,,,,-0.0003,0.0003,0.07
508.361,,,,-0.0003,0.0003,0.07
508.412,,,,-0.0003,0.0003,0.07
508.463,,,,-0.0003,0.0003,0.07
508.513,,,,-0.0003,0.0003,0.07
508.564,,,,-0.0003,0.0003,0.07
508.615,,,,-0.0003,0.0003,0.07
508.665,,,,-0.0003,0.0003,0.07
508.716,,,,-0.0003,0.0003,0.07
508.766,,,,-0.0003,0.0003,0.07
508.817,,,,-0.0003,0.0003,0.07
508.868,,,,-0.0003,0.0003,0.07
508.919,,,,-0.0003,0.0003,0.07
508.97,,,,-0.0003,0.0003,0.07
509.021,,,,-0.0003,0.0003,0.07
509.072,,,,-0.0003,0.0003,0.07
509.122,,,,-0.0003,0.0003,0.07
509.173,,,,-0.0003,0.0003,0.07
509.224,,,,-0.0003,0.0003,0.07
509.274,,,,-0.0003,0.0003,0.07
509.325,,,,-0.0003,0.0003,0.07
509.375,,,,-0.0003,0.0003,0.07
509.426,,,,-0.0003,0.0003,0.07
509.477,,,,-0.0003,0.0003,0.07
509.527,,,,-0.0003,0.0003,0.07
509.577,,,,-0.0003,0.0003,0.07
509.628,,,,-0.0003,0.0003,0.07
509.679,,,,-0.0003,0.0003,0.07
509.729,,,,-0.0003,0.0003,0.07
509.78,,,,-0.0003,0.0003,0.07
509.831,,,,-0.0003,0.0003,0.07
509.881,,,,-0.0003,0.0003,0.07
509.932,,,,-0.0003,0.0003,0.07
509.984,,,,-0.0003,0.0003,0.07
510.035,,,,-0.0003,0.0003,0.07
510.086,,,,-0.0003,0.0003,0.07
510.136,,,,-0.0003,0.0003,0.07
510.187,,,,-0.0003,0.0003,0.07
510.237,,,,-0.0003,0.0003,0.07
510.288,,,,-0.0003,0.0003,0.07
510.338,,,,-0.0003,0.0003,0.07
510.389,,,,-0.0003,0.0003,0.07
510.44,,,,-0.0003,0.0003,0.07
510.49,,,,-0.0003,0.0003,0.07
510.541,,,,-0.0003,0.0003,0.07
510.591,,,,-0.0003,0.0003,0.07
510.642,,,,-0.0003,0.0003,0.07
510.693,,,,-0.0003,0.0003,0.07
510.743,,,,-0.0003,0.0003,0.07
510.794,,,,-0.0003,0.0003,0.07
510.844,,,,-0.0003,0.0003,0.07
510.895,,,,-0.0003,0.0003,0.07
510.946,,,,-0.0003,0.0003,0.07
510.996,,,,-0.0003,0.0003,0.07
511.047,,,,-0.0003,0.0003,0.07
511.098,,,,-0.0003,0.0003,0.07
511.148,,,,-0.0003,0.0003,0.07
511.199,,,,-0.0003,0.0003,0.07
511.249,,,,-0.0003,0.0003,0.07
511.301,,,,-0.0003,0.0003,0.07
511.38,,,,-0.0003,0.0003,0.07
511.431,,,,-0.0003,0.0003,0.07
511.481,,,,-0.0003,0.0003,0.07
511.532,,,,-0.0003,0.0003,0.07
511.583,,,,-0.0003,0.0003,0.07
511.634,,,,-0.0003,0.0003,0.07
511.685,,,,-0.0003,0.0003,0.07
511.735,,,,-0.0003,0.0003,0.07
511.786,,,,-0.0003,0.0003,0.07
511.836,,,,-0.0003,0.0003,0.07
511.887,,,,-0.0003,0.0003,0.07
511.937,,,,-0.0003,0.0003,0.07
511.988,,,,-0.0003,0.0003,0.07
512.038,,,,-0.0003,0.0003,0.07
512.089,,,,-0.0003,0.0003,0.07
512.139,,,,-0.0003,0.0003,0.07
512.19,,,,-0.0003,0.0003,0.07
512.241,,,,-0.0003,0.0003,0.07
512.291,,,,-0.0003,0.0003,0.07
512.342,,,,-0.0003,0.0003,0.07
512.392,,,,-0.0003,0.0003,0.07
512.443,,,,-0.0003,0.0003,0.07
512.494,,,,-0.0003,0.0003,0.07
512.545,,,,-0.0003,0.0003,0.07
512.595,,,,-0.0003,0.0003,0.07
512.645,,,,-0.0003,0.0003,0.07
512.697,,,,-0.0003,0.0003,0.07
512.753,,,,-0.0003,0.0003,0.07
512.804,,,,-0.0003,0.0003,0.07
512.854,,,,-0.0003,0.0003,0.07
512.905,,,,-0.0003,0.0003,0.07
512.955,,,,-0.0003,0.0003,0.07
513.006,,,,-0.0003,0.0003,0.07
513.056,,,,-0.0003,0.0003,0.07
513.107,,,,-0.0003,0.0003,0.07
513.158,,,,-0.0003,0.0003,0.07
513.208,,,,-0.0003,0.0003,0.07
513.259,,,,-0.0003,0.0003,0.07
513.309,,,,-0.0003,0.0003,0.07
513.36,,,,-0.0003,0.0003,0.07
513.411,,,,-0.0003,0.0003,0.07
513.462,,,,-0.0003,0.0003,0.07
513.513,,,,-0.0003,0.0003,0.07
513.563,,,,-0.0003,0.0003,0.07
513.614,,,,-0.0003,0.0003,0.07
513.665,,,,-0.0003,0.0003,0.07
513.715,,,,-0.0003,0.0003,0.07
513.766,,,,-0.0003,0.0003,0.07
513.817,,,,-0.0003,0.0003,0.07
513.868,,,,-0.0003,0.0003,0.07
513.918,,,,-0.0003,0.0003,0.07
513.969,,,,-0.0003,0.0003,0.07
514.02,,,,-0.0003,0.0003,0.07
514.071,,,,-0.0003,0.0003,0.07
514.121,,,,-0.0003,0.0003,0.07
514.172,,,,-0.0003,0.0003,0.07
514.222,,,,-0.0003,0.0003,0.07
514.273,,,,-0.0003,0.0003,0.07
514.324,,,,-0.0003,0.0003,0.07
514.375,,,,-0.0003,0.0003,0.07
514.425,,,,-0.0003,0.0003,0.07
514.476,,,,-0.0003,0.0003,0.07
514.526,,,,-0.0003,0.0003,0.07
514.577,,,,-0.0003,0.0003,0.07
514.627,,,,-0.0003,0.0003,0.07
514.678,,,,-0.0003,0.0003,0.07
514.729,,,,-0.0003,0.0003,0.07
514.78,,,,-0.0003,0.0003,0.07
514.83,,,,-0.0003,0.0003,0.07
514.881,,,,-0.0003,0.0003,0.07
514.931,,,,-0.0003,0.0003,0.07
514.982,,,,-0.0003,0.0003,0.07
515.033,,,,-0.0003,0.0003,0.07
515.083,,,,-0.0003,0.0003,0.07
515.134,,,,-0.0003,0.0003,0.07
515.185,,,,-0.0003,0.0003,0.07
515.235,,,,-0.0003,0.0003,0.07
515.286,,,,-0.0003,0.0003,0.07
515.336,,,,-0.0003,0.0003,0.07
515.387,,,,-0.0003,0.0003,0.07
515.437,,,,-0.0003,0.0003,0.07
515.488,,,,-0.0003,0.0003,0.07
515.539,,,,-0.0003,0.0003,0.07
515.589,,,,-0.0003,0.0003,0.07
515.64,,,,-0.0003,0.0003,0.07
515.691,,,,-0.0003,0.0003,0.07
515.741,,,,-0.0003,0.0003,0.07
515.8,,,,-0.0003,0.0003,0.07
515.85,,,,-0.0003,0.0003,0.07
515.901,,,,-0.0003,0.0003,0.07
515.952,,,,-0.0003,0.0003,0.07
516.002,,,,-0.0003,0.0003,0.07
516.053,,,,-0.0003,0.0003,0.07
516.104,,,,-0.0003,0.0003,0.07
516.154,,,,-0.0003,0.0003,0.07
516.205,,,,-0.0003,0.0003,0.07
516.256,,,,-0.0003,0.0003,0.07
516.307,,,,-0.0003,0.0003,0.07
516.358,,,,-0.0003,0.0003,0.07
516.409,,,,-0.0003,0.0003,0.07
516.46,,,,-0.0003,0.0003,0.07
516.511,,,,-0.0003,0.0003,0.07
516.561,,,,-0.0003,0.0003,0.07
516.612,,,,-0.0003,0.0003,0.07
516.662,,,,-0.0003,0.0003,0.07
516.713,,,,-0.0003,0.0003,0.07
516.763,,,,-0.0003,0.0003,0.07
516.842,,,,-0.0003,0.0003,0.07
516.893,,,,-0.0003,0.0003,0.07
516.943,,,,-0.0003,0.0003,0.07
516.994,,,,-0.0003,0.0003,0.07
517.045,,,,-0.0003,0.0003,0.07
517.095,,,,-0.0003,0.0003,0.07
517.146,,,,-0.0003,0.0003,0.07
517.196,,,,-0.0003,0.0003,0.07
517.247,,,,-0.0003,0.0003,0.07
517.298,,,,-0.0003,0.0003,0.07
517.349,,,,-0.0003,0.0003,0.07
517.399,,,,-0.0003,0.0003,0.07
517.45,,,,-0.0003,0.0003,0.07
517.5,,,,-0.0003,0.0003,0.07
517.551,,,,-0.0003,0.0003,0.07
517.601,,,,-0.0003,0.0003,0.07
517.652,,,,-0.0003,0.0003,0.07
517.703,,,,-0.0003,0.0003,0.07
517.753,,,,-0.0003,0.0003,0.07
517.804,,,,-0.0003,0.0003,0.07
517.854,,,,-0.0003,0.0003,0.07
517.905,,,,-0.0003,0.0003,0.07
517.955,,,,-0.0003,0.0003,0.07
518.006,,,,-0.0003,0.0003,0.07
518.057,,,,-0.0003,0.0003,0.07
518.107,,,,-0.0003,0.0003,0.07
518.158,,,,-0.0003,0.0003,0.07
518.208,,,,-0.0003,0.0003,0.07
518.259,,,,-0.0003,0.0003,0.07
518.31,,,,-0.0003,0.0003,0.07
518.36,,,,-0.0003,0.0003,0.07
518.41,,,,-0.0003,0.0003,0.07
518.461,,,,-0.0003,0.0003,0.07
518.511,,,,-0.0003,0.0003,0.07
518.562,,,,-0.0003,0.0003,0.07
518.612,,,,-0.0003,0.0003,0.07
518.663,,,,-0.0003,0.0003,0.07
518.713,,,,-0.0003,0.0003,0.07
518.764,,,,-0.0003,0.0003,0.07
518.814,,,,-0.0003,0.0003,0.07
518.865,,,,-0.0003,0.0003,0.07
518.915,,,,-0.0003,0.0003,0.07
518.966,,,,-0.0003,0.0003,0.07
519.017,,,,-0.0003,0.0003,0.07
519.067,,,,-0.0003,0.0003,0.07
519.117,,,,-0.0003,0.0003,0.07
519.168,,,,-0.0003,0.0003,0.07
519.219,,,,-0.0003,0.0003,0.07
519.269,,,,-0.0003,0.0003,0.07
519.32,,,,-0.0003,0.0003,0.07
519.371,,,,-0.0003,0.0003,0.07
519.421,,,,-0.0003,0.0003,0.07
519.472,,,,-0.0003,0.0003,0.07
519.523,,,,-0.0003,0.0003,0.07
519.573,,,,-0.0003,0.0003,0.07
519.624,,,,-0.0003,0.0003,0.07
519.674,,,,-0.0003,0.0003,0.07
519.725,,,,-0.0003,0.0003,0.07
519.775,,,,-0.0003,0.0003,0.07
519.826,,,,-0.0003,0.0003,0.07
519.876,,,,-0.0003,0.0003,0.07
519.926,,,,-0.0003,0.0003,0.07
519.977,,,,-0.0003,0.0003,0.07
520.027,,,,-0.0003,0.0003,0.07
520.077,,,,-0.0003,0.0003,0.07
520.128,,,,-0.0003,0.0003,0.07
520.178,,,,-0.0003,0.0003,0.07
520.229,,,,-0.0003,0.0003,0.07
520.279,,,,-0.0003,0.0003,0.07
520.33,,,,-0.0003,0.0003,0.07
520.381,,,,-0.0003,0.0003,0.07
520.431,,,,-0.0003,0.0003,0.07
520.482,,,,-0.0003,0.0003,0.07
520.532,,,,-0.0003,0.0003,0.07
520.583,,,,-0.0003,0.0003,0.07
520.633,,,,-0.0003,0.0003,0.07
520.684,,,,-0.0003,0.0003,0.07
520.734,,,,-0.0003,0.0003,0.07
520.785,,,,-0.0003,0.0003,0.07
520.836,,,,-0.0003,0.0003,0.07
520.919,,,,-0.0003,0.0003,0.07
520.97,,,,-0.0003,0.0003,0.07
521.021,,,,-0.0003,0.0003,0.07
521.071,,,,-0.0003,0.0003,0.07
521.122,,,,-0.0003,0.0003,0.07
521.172,,,,-0.0003,0.0003,0.07
521.223,,,,-0.0003,0.0003,0.07
521.273,,,,-0.0003,0.0003,0.07
521.324,,,,-0.0003,0.0003,0.07
521.374,,,,-0.0003,0.0003,0.07
521.425,,,,-0.0003,0.0003,0.07
521.475,,,,-0.0003,0.0003,0.07
521.526,,,,-0.0003,0.0003,0.07
521.577,,,,-0.0003,0.0003,0.07
521.627,,,,-0.0003,0.0003,0.07
521.678,,,,-0.0003,0.0003,0.07
521.728,,,,-0.0003,0.0003,0.07
521.779,,,,-0.0003,0.0003,0.07
521.829,,,,-0.0003,0.0003,0.07
521.88,,,,-0.0003,0.0003,0.07
521.93,,,,-0.0003,0.0003,0.07
521.981,,,,-0.0003,0.0003,0.07
522.031,,,,-0.0003,0.0003,0.07
522.082,,,,-0.0003,0.0003,0.07
522.133,,,,-0.0003,0.0003,0.07
522.183,,,,-0.0003,0.0003,0.07
522.234,,,,-0.0003,0.0003,0.07
522.284,,,,-0.0003,0.0003,0.07
522.335,,,,-0.0003,0.0003,0.07
522.385,,,,-0.0003,0.0003,0.07
522.458,,,,-0.0003,0.0003,0.07
522.52,,,,-0.0003,0.0003,0.07
522.572,,,,-0.0003,0.0003,0.07
522.622,,,,-0.0003,0.0003,0.07
522.673,,,,-0.0003,0.0003,0.07
522.724,,,,-0.0003,0.0003,0.07
522.774,,,,-0.0003,0.0003,0.07
522.825,,,,-0.0003,0.0003,0.07
522.875,,,,-0.0003,0.0003,0.07
522.926,,,,-0.0003,0.0003,0.07
522.977,,,,-0.0003,0.0003,0.07
523.027,,,,-0.0003,0.0003,0.07
523.078,,,,-0.0003,0.0003,0.07
523.128,,,,-0.0003,0.0003,0.07
523.179,,,,-0.0003,0.0003,0.07
523.23,,,,-0.0003,0.0003,0.07
523.28,,,,-0.0003,0.0003,0.07
523.331,,,,-0.0003,0.0003,0.07
523.382,,,,-0.0003,0.0003,0.07
523.433,,,,-0.0003,0.0003,0.07
523.483,,,,-0.0003,0.0003,0.07
523.534,,,,-0.0003,0.0003,0.07
523.584,,,,-0.0003,0.0003,0.07
523.635,,,,-0.0003,0.0003,0.07
523.685,,,,-0.0003,0.0003,0.07
523.736,,,,-0.0003,0.0003,0.07
523.787,,,,-0.0003,0.0003,0.07
523.838,,,,-0.0003,0.0003,0.07
523.888,,,,-0.0003,0.0003,0.07
523.939,,,,-0.0003,0.0003,0.07
523.99,,,,-0.0003,0.0003,0.07
524.041,,,,-0.0003,0.0003,0.07
524.091,,,,-0.0003,0.0003,0.07
524.142,,,,-0.0003,0.0003,0.07
524.193,,,,-0.0003,0.0003,0.07
524.243,,,,-0.0003,0.0003,0.07
524.294,,,,-0.0003,0.0003,0.07
524.344,,,,-0.0003,0.0003,0.07
524.395,,,,-0.0003,0.0003,0.07
524.446,,,,-0.0003,0.0003,0.07
524.496,,,,-0.0003,0.0003,0.07
524.547,,,,-0.0003,0.0003,0.07
524.597,,,,-0.0003,0.0003,0.07
524.648,,,,-0.0003,0.0003,0.07
524.699,,,,-0.0003,0.0003,0.07
524.749,,,,-0.0003,0.0003,0.07
524.8,,,,-0.0003,0.0003,0.07
524.85,,,,-0.0003,0.0003,0.07
524.901,,,,-0.0003,0.0003,0.07
524.951,,,,-0.0003,0.0003,0.07
525.002,,,,-0.0003,0.0003,0.07
525.053,,,,-0.0003,0.0003,0.07
525.103,,,,-0.0003,0.0003,0.07
525.153,,,,-0.0003,0.0003,0.07
525.204,,,,-0.0003,0.0003,0.07
525.254,,,,-0.0003,0.0003,0.07
525.305,,,,-0.0003,0.0003,0.07
525.356,,,,-0.0003,0.0003,0.07
525.407,,,,-0.0003,0.0003,0.07
525.457,,,,-0.0003,0.0003,0.07
525.508,,,,-0.0003,0.0003,0.07
525.558,,,,-0.0003,0.0003,0.07
525.609,,,,-0.0003,0.0003,0.07
525.66,,,,-0.0003,0.0003,0.07
525.71,,,,-0.0003,0.0003,0.07
525.761,,,,-0.0003,0.0003,0.07
525.812,,,,-0.0003,0.0003,0.07
525.862,,,,-0.0003,0.0003,0.07
525.913,,,,-0.0003,0.0003,0.07
525.963,,,,-0.0003,0.0003,0.07
526.014,,,,-0.0003,0.0003,0.07
526.065,,,,-0.0003,0.0003,0.07
526.116,,,,-0.0003,0.0003,0.07
526.166,,,,-0.0003,0.0003,0.07
526.217,,,,-0.0003,0.0003,0.07
526.268,,,,-0.0003,0.0003,0.07
526.319,,,,-0.0003,0.0003,0.07
526.371,,,,-0.0003,0.0003,0.07
526.422,,,,-0.0003,0.0003,0.07
526.472,,,,-0.0003,0.0003,0.07
526.523,,,,-0.0003,0.0003,0.07
526.574,,,,-0.0003,0.0003,0.07
526.624,,,,-0.0003,0.0003,0.07
526.675,,,,-0.0003,0.0003,0.07
526.725,,,,-0.0003,0.0003,0.07
526.776,,,,-0.0003,0.0003,0.07
526.826,,,,-0.0003,0.0003,0.07
526.877,,,,-0.0003,0.0003,0.07
526.927,,,,-0.0003,0.0003,0.07
526.978,,,,-0.0003,0.0003,0.07
527.029,,,,-0.0003,0.0003,0.07
527.079,,,,-0.0003,0.0003,0.07
527.13,,,,-0.0003,0.0003,0.07
527.18,,,,-0.0003,0.0003,0.07
527.231,,,,-0.0003,0.0003,0.07
527.282,,,,-0.0003,0.0003,0.07
527.332,,,,-0.0003,0.0003,0.07
527.383,,,,-0.0003,0.0003,0.07
527.434,,,,-0.0003,0.0003,0.07
527.484,,,,-0.0003,0.0003,0.07
527.535,,,,-0.0003,0.0003,0.07
527.585,,,,-0.0003,0.0003,0.07
527.636,,,,-0.0003,0.0003,0.07
527.686,,,,-0.0003,0.0003,0.07
527.738,,,,-0.0003,0.0003,0.07
527.788,,,,-0.0003,0.0003,0.07
527.839,,,,-0.0003,0.0003,0.07
527.889,,,,-0.0003,0.0003,0.07
527.94,,,,-0.0003,0.0003,0.07
527.991,,,,-0.0003,0.0003,0.07
528.042,,,,-0.0003,0.0003,0.07
528.092,,,,-0.0003,0.0003,0.07
528.143,,,,-0.0003,0.0003,0.07
528.194,,,,-0.0003,0.0003,0.07
528.245,,,,-0.0003,0.0003,0.07
528.296,,,,-0.0003,0.0003,0.07
528.346,,,,-0.0003,0.0003,0.07
528.397,,,,-0.0003,0.0003,0.07
528.448,,,,-0.0003,0.0003,0.07
528.499,,,,-0.0003,0.0003,0.07
528.549,,,,-0.0003,0.0003,0.07
528.6,,,,-0.0003,0.0003,0.07
528.65,,,,-0.0003,0.0003,0.07
528.701,,,,-0.0003,0.0003,0.07
528.751,,,,-0.0003,0.0003,0.07
528.801,,,,-0.0003,0.0003,0.07
528.852,,,,-0.0003,0.0003,0.07
528.903,,,,-0.0003,0.0003,0.07
528.953,,,,-0.0003,0.0003,0.07
529.004,,,,-0.0003,0.0003,0.07
529.055,,,,-0.0003,0.0003,0.07
529.105,,,,-0.0003,0.0003,0.07
529.156,,,,-0.0003,0.0003,0.07
529.206,,,,-0.0003,0.0003,0.07
529.257,,,,-0.0003,0.0003,0.07
529.307,,,,-0.0003,0.0003,0.07
529.358,,,,-0.0003,0.0003,0.07
529.409,,,,-0.0003,0.0003,0.07
529.459,,,,-0.0003,0.0003,0.07
529.51,,,,-0.0003,0.0003,0.07
529.56,,,,-0.0003,0.0003,0.07
529.611,,,,-0.0003,0.0003,0.07
529.662,,,,-0.0003,0.0003,0.07
529.712,,,,-0.0003,0.0003,0.07
529.763,,,,-0.0003,0.0003,0.07
529.814,,,,-0.0003,0.0003,0.07
529.865,,,,-0.0003,0.0003,0.07
529.915,,,,-0.0003,0.0003,0.07
529.966,,,,-0.0003,0.0003,0.07
530.016,,,,-0.0003,0.0003,0.07
530.066,,,,-0.0003,0.0003,0.07
530.118,,,,-0.0003,0.0003,0.07
530.169,,,,-0.0003,0.0003,0.07
530.219,,,,-0.0003,0.0003,0.07
530.27,,,,-0.0003,0.0003,0.07
530.321,,,,-0.0003,0.0003,0.07
530.372,,,,-0.0003,0.0003,0.07
530.422,,,,-0.0003,0.0003,0.07
530.473,,,,-0.0003,0.0003,0.07
530.523,,,,-0.0003,0.0003,0.07
530.574,,,,-0.0003,0.0003,0.07
530.624,,,,-0.0003,0.0003,0.07
530.675,,,,-0.0003,0.0003,0.07
530.726,,,,-0.0003,0.0003,0.07
530.777,,,,-0.0003,0.0003,0.07
530.828,,,,-0.0003,0.0003,0.07
530.878,,,,-0.0003,0.0003,0.07
530.929,,,,-0.0003,0.0003,0.07
530.979,,,,-0.0003,0.0003,0.07
531.03,,,,-0.0003,0.0003,0.07
531.08,,,,-0.0003,0.0003,0.07
531.133,,,,-0.0003,0.0003,0.07
531.184,,,,-0.0003,0.0003,0.07
531.234,,,,-0.0003,0.0003,0.07
531.285,,,,-0.0003,0.0003,0.07
531.336,,,,-0.0003,0.0003,0.07
531.386,,,,-0.0003,0.0003,0.07
531.437,,,,-0.0003,0.0003,0.07
531.487,,,,-0.0003,0.0003,0.07
531.538,,,,-0.0003,0.0003,0.07
531.589,,,,-0.0003,0.0003,0.07
531.64,,,,-0.0003,0.0003,0.07
531.69,,,,-0.0003,0.0003,0.07
531.741,,,,-0.0003,0.0003,0.07
531.791,,,,-0.0003,0.0003,0.07
531.842,,,,-0.0003,0.0003,0.07
531.892,,,,-0.0003,0.0003,0.07
531.943,,,,-0.0003,0.0003,0.07
531.993,,,,-0.0003,0.0003,0.07
532.044,,,,-0.0003,0.0003,0.07
532.095,,,,-0.0003,0.0003,0.07
532.145,,,,-0.0003,0.0003,0.07
532.196,,,,-0.0003,0.0003,0.07
532.247,,,,-0.0003,0.0003,0.07
532.297,,,,-0.0003,0.0003,0.07
532.348,,,,-0.0003,0.0003,0.07
532.399,,,,-0.0003,0.0003,0.07
532.45,,,,-0.0003,0.0003,0.07
532.501,,,,-0.0003,0.0003,0.07
532.552,,,,-0.0003,0.0003,0.07
532.603,,,,-0.0003,0.0003,0.07
532.654,,,,-0.0003,0.0003,0.07
532.704,,,,-0.0003,0.0003,0.07
532.755,,,,-0.0003,0.0003,0.07
532.806,,,,-0.0003,0.0003,0.07
532.857,,,,-0.0003,0.0003,0.07
532.908,,,,-0.0003,0.0003,0.07
532.959,,,,-0.0003,0.0003,0.07
533.009,,,,-0.0003,0.0003,0.07
533.06,,,,-0.0003,0.0003,0.07
533.11,,,,-0.0003,0.0003,0.07
533.2,,,,-0.0003,0.0003,0.07
533.251,,,,-0.0003,0.0003,0.07
533.301,,,,-0.0003,0.0003,0.07
533.352,,,,-0.0003,0.0003,0.07
533.402,,,,-0.0003,0.0003,0.07
533.453,,,,-0.0003,0.0003,0.07
533.503,,,,-0.0003,0.0003,0.07
533.554,,,,-0.0003,0.0003,0.07
533.604,,,,-0.0003,0.0003,0.07
533.655,,,,-0.0003,0.0003,0.07
533.706,,,,-0.0003,0.0003,0.07
533.756,,,,-0.0003,0.0003,0.07
533.807,,,,-0.0003,0.0003,0.07
533.858,,,,-0.0003,0.0003,0.07
533.908,,,,-0.0003,0.0003,0.07
533.959,,,,-0.0003,0.0003,0.07
534.01,,,,-0.0003,0.0003,0.07
534.06,,,,-0.0003,0.0003,0.07
534.11,,,,-0.0003,0.0003,0.07
534.161,,,,-0.0003,0.0003,0.07
534.212,,,,-0.0003,0.0003,0.07
534.263,,,,-0.0003,0.0003,0.07
534.313,,,,-0.0003,0.0003,0.07
534.364,,,,-0.0003,0.0003,0.07
534.416,,,,-0.0003,0.0003,0.07
534.466,,,,-0.0003,0.0003,0.07
534.555,,,,-0.0003,0.0003,0.07
534.606,,,,-0.0003,0.0003,0.07
534.657,,,,-0.0003,0.0003,0.07
534.707,,,,-0.0003,0.0003,0.07
534.758,,,,-0.0003,0.0003,0.07
534.809,,,,-0.0003,0.0003,0.07
534.86,,,,-0.0003,0.0003,0.07
534.911,,,,-0.0003,0.0003,0.07
534.961,,,,-0.0003,0.0003,0.07
535.013,,,,-0.0003,0.0003,0.07
535.063,,,,-0.0003,0.0003,0.07
535.114,,,,-0.0003,0.0003,0.07
535.164,,,,-0.0003,0.0003,0.07
535.215,,,,-0.0003,0.0003,0.07
535.266,,,,-0.0003,0.0003,0.07
535.317,,,,-0.0003,0.0003,0.07
535.368,,,,-0.0003,0.0003,0.07
535.419,,,,-0.0003,0.0003,0.07
535.469,,,,-0.0003,0.0003,0.07
535.52,,,,-0.0003,0.0003,0.07
535.571,,,,-0.0003,0.0003,0.07
535.622,,,,-0.0003,0.0003,0.07
535.673,,,,-0.0003,0.0003,0.07
535.723,,,,-0.0003,0.0003,0.07
535.774,,,,-0.0003,0.0003,0.07
535.825,,,,-0.0003,0.0003,0.07
535.875,,,,-0.0003,0.0003,0.07
535.925,,,,-0.0003,0.0003,0.07
535.976,,,,-0.0003,0.0003,0.07
536.026,,,,-0.0003,0.0003,0.07
536.077,,,,-0.0003,0.0003,0.07
536.128,,,,-0.0003,0.0003,0.07
536.179,,,,-0.0003,0.0003,0.07
536.229,,,,-0.0003,0.0003,0.07
536.28,,,,-0.0003,0.0003,0.07
536.33,,,,-0.0003,0.0003,0.07
536.381,,,,-0.0003,0.0003,0.07
536.431,,,,-0.0003,0.0003,0.07
536.482,,,,-0.0003,0.0003,0.07
536.533,,,,-0.0003,0.0003,0.07
536.583,,,,-0.0003,0.0003,0.07
536.634,,,,-0.0003,0.0003,0.07
536.684,,,,-0.0003,0.0003,0.07
536.735,,,,-0.0003,0.0003,0.07
536.785,,,,-0.0003,0.0003,0.07
536.836,,,,-0.0003,0.0003,0.07
536.886,,,,-0.0003,0.0003,0.07
536.937,,,,-0.0003,0.0003,0.07
536.987,,,,-0.0003,0.0003,0.07
537.038,,,,-0.0003,0.0003,0.07
537.088,,,,-0.0003,0.0003,0.07
537.139,,,,-0.0003,0.0003,0.07
537.189,,,,-0.0003,0.0003,0.07
537.279,,,,-0.0003,0.0003,0.07
537.33,,,,-0.0003,0.0003,0.07
537.38,,,,-0.0003,0.0003,0.07
537.431,,,,-0.0003,0.0003,0.07
537.482,,,,-0.0003,0.0003,0.07
537.533,,,,-0.0003,0.0003,0.07
537.583,,,,-0.0003,0.0003,0.07
537.634,,,,-0.0003,0.0003,0.07
537.685,,,,-0.0003,0.0003,0.07
537.735,,,,-0.0003,0.0003,0.07
537.786,,,,-0.0003,0.0003,0.07
537.836,,,,-0.0003,0.0003,0.07
537.887,,,,-0.0003,0.0003,0.07
537.938,,,,-0.0003,0.0003,0.07
537.988,,,,-0.0003,0.0003,0.07
538.04,,,,-0.0003,0.0003,0.07
538.09,,,,-0.0003,0.0003,0.07
538.141,,,,-0.0003,0.0003,0.07
538.193,,,,-0.0003,0.0003,0.07
538.243,,,,-0.0003,0.0003,0.07
538.294,,,,-0.0003,0.0003,0.07
538.344,,,,-0.0003,0.0003,0.07
538.395,,,,-0.0003,0.0003,0.07
538.446,,,,-0.0003,0.0003,0.07
538.497,,,,-0.0003,0.0003,0.07
538.548,,,,-0.0003,0.0003,0.07
538.598,,,,-0.0003,0.0003,0.07
538.649,,,,-0.0003,0.0003,0.07
538.7,,,,-0.0003,0.0003,0.07
538.75,,,,-0.0003,0.0003,0.07
538.801,,,,-0.0003,0.0003,0.07
538.852,,,,-0.0003,0.0003,0.07
538.903,,,,-0.0003,0.0003,0.07
538.954,,,,-0.0003,0.0003,0.07
539.004,,,,-0.0003,0.0003,0.07
539.055,,,,-0.0003,0.0003,0.07
